postcode,tax_individuals,medicare_levy_surcharge_num,govt_allow_payments_num,govt_pensions_allow_num,private_health_num
3028,"15,915 ",148 ,"1,398 ",530 ,"6,311 "
3029,"46,542 ",401 ,"3,750 ","1,464 ","16,011 "
3030,"52,501 ",587 ,"3,868 ","1,590 ","24,739 "
3031,"10,744 ",207 ,"1,025 ",260 ,"6,259 "
3032,"17,189 ",256 ,"1,431 ",448 ,"10,190 "
3033,"7,956 ",71 ,488 ,541 ,"4,899 "
3034,"6,143 ",83 ,427 ,371 ,"3,543 "
3036,"3,954 ",40 ,205 ,256 ,"2,834 "
3037,"26,798 ",253 ,"2,178 ",699 ,"10,588 "
3038,"16,795 ",194 ,"1,223 ",639 ,"8,633 "
3039,"8,829 ",94 ,525 ,241 ,"5,966 "
3040,"16,520 ",197 ,856 ,589 ,"11,675 "
3041,"7,545 ",83 ,378 ,321 ,"5,391 "
3042,"9,046 ",72 ,545 ,503 ,"5,555 "
3043,"9,887 ",78 ,796 ,632 ,"4,965 "
3044,"14,592 ",127 ,967 ,554 ,"8,842 "
3046,"16,911 ",160 ,"1,362 ",758 ,"7,182 "
3047,"7,202 ",46 ,"1,239 ",379 ,"1,244 "
3048,"6,617 ",28 ,"1,228 ",276 ,"1,025 "
3049,"5,297 ",63 ,416 ,209 ,"2,707 "
3050,53 ,1 ,2 ,4 ,28 
3051,"7,611 ",128 ,869 ,154 ,"3,875 "
3052,"3,213 ",45 ,411 ,59 ,"1,885 "
3053,"7,382 ",109 ,746 ,122 ,"3,473 "
3054,"5,839 ",117 ,569 ,161 ,"3,806 "
3055,"8,272 ",134 ,853 ,214 ,"4,477 "
3056,"15,808 ",266 ,"1,631 ",294 ,"8,445 "
3057,"7,147 ",124 ,742 ,127 ,"3,966 "
3058,"19,418 ",235 ,"1,787 ",566 ,"9,940 "
3059,"8,756 ",111 ,526 ,246 ,"5,075 "
3060,"6,011 ",57 ,645 ,271 ,"1,908 "
3061,"2,121 ",19 ,326 ,104 ,504 
3062,103 ,3 ,6 ,1 ,49 
3063,394 ,1 ,15 ,15 ,251 
3064,"33,307 ",270 ,"3,317 ",926 ,"9,546 "
3065,"6,593 ",155 ,692 ,120 ,"3,717 "
3066,"4,643 ",100 ,503 ,88 ,"2,435 "
3067,"5,325 ",120 ,412 ,85 ,"3,016 "
3068,"11,939 ",224 ,967 ,268 ,"7,972 "
3070,"15,038 ",274 ,"1,321 ",374 ,"9,367 "
3071,"10,771 ",120 ,"1,049 ",295 ,"5,889 "
3072,"17,981 ",222 ,"1,746 ",620 ,"8,678 "
3073,"24,679 ",222 ,"2,235 ","1,056 ","10,600 "
3074,"9,460 ",93 ,"1,092 ",467 ,"2,604 "
3075,"9,805 ",91 ,"1,089 ",453 ,"2,799 "
3076,"16,421 ",135 ,"1,516 ",554 ,"5,672 "
3078,"6,936 ",101 ,478 ,207 ,"4,636 "
3079,"10,124 ",125 ,494 ,357 ,"7,729 "
3081,"6,455 ",66 ,785 ,276 ,"2,795 "
3082,"17,091 ",148 ,"1,407 ",581 ,"7,944 "
3083,"16,567 ",167 ,"1,217 ",844 ,"8,247 "
3084,"15,570 ",153 ,796 ,747 ,"11,278 "
3085,"7,892 ",76 ,413 ,399 ,"5,189 "
3087,"5,095 ",54 ,306 ,240 ,"3,128 "
3088,"16,426 ",163 ,919 ,870 ,"11,074 "
3089,"7,439 ",66 ,388 ,235 ,"5,092 "
3090,"1,512 ",14 ,59 ,40 ,"1,197 "
3091,"1,062 ",9 ,39 ,37 ,765 
3093,"2,450 ",20 ,115 ,141 ,"1,894 "
3094,"5,432 ",54 ,300 ,283 ,"3,746 "
3095,"18,067 ",185 ,837 ,684 ,"13,530 "
3096,"1,169 ",6 ,62 ,68 ,800 
3097,931 ,10 ,38 ,32 ,682 
3099,"3,000 ",29 ,169 ,123 ,"1,900 "
3101,"16,251 ",199 ,704 ,399 ,"12,448 "
3102,"4,142 ",38 ,188 ,156 ,"3,175 "
3103,"10,192 ",100 ,438 ,439 ,"7,838 "
3104,"12,966 ",129 ,575 ,504 ,"10,122 "
3105,"6,480 ",83 ,340 ,401 ,"4,448 "
3106,"10,737 ",124 ,530 ,533 ,"8,144 "
3107,"7,892 ",67 ,447 ,544 ,"5,598 "
3108,"12,392 ",108 ,727 ,837 ,"8,096 "
3109,"16,650 ",135 ,922 ,"1,027 ","11,513 "
3111,"7,518 ",62 ,345 ,426 ,"5,651 "
3113,"5,419 ",66 ,212 ,170 ,"4,189 "
3114,"2,509 ",32 ,89 ,101 ,"2,106 "
3115,"2,680 ",27 ,104 ,85 ,"2,086 "
3116,"5,907 ",46 ,333 ,350 ,"3,621 "
3121,"20,683 ",418 ,"1,419 ",349 ,"13,248 "
3122,"15,668 ",199 ,860 ,328 ,"10,989 "
3123,"8,862 ",93 ,450 ,241 ,"6,666 "
3124,"14,711 ",163 ,648 ,600 ,"11,744 "
3125,"7,538 ",71 ,528 ,430 ,"4,742 "
3126,"5,474 ",44 ,207 ,228 ,"4,624 "
3127,"12,063 ",109 ,549 ,476 ,"9,738 "
3128,"10,780 ",86 ,703 ,444 ,"6,418 "
3129,"9,597 ",88 ,567 ,491 ,"6,585 "
3130,"18,824 ",156 ,952 ,"1,160 ","13,241 "
3131,"12,549 ",97 ,774 ,763 ,"7,937 "
3132,"9,841 ",81 ,576 ,543 ,"6,621 "
3133,"13,390 ",112 ,654 ,855 ,"9,489 "
3134,"19,438 ",156 ,"1,190 ","1,012 ","13,005 "
3135,"11,276 ",106 ,686 ,676 ,"7,244 "
3136,"25,468 ",224 ,"1,713 ","1,575 ","15,537 "
3137,"7,823 ",82 ,513 ,486 ,"4,081 "
3138,"12,625 ",115 ,864 ,677 ,"6,927 "
3139,"8,297 ",86 ,528 ,411 ,"3,821 "
3140,"10,011 ",86 ,582 ,589 ,"5,492 "
3141,"16,967 ",352 ,926 ,305 ,"10,912 "
3142,"10,198 ",151 ,389 ,263 ,"8,390 "
3143,"6,263 ",77 ,288 ,200 ,"4,755 "
3144,"7,818 ",88 ,286 ,208 ,"6,327 "
3145,"13,586 ",133 ,630 ,454 ,"10,404 "
3146,"15,827 ",153 ,621 ,461 ,"12,639 "
3147,"8,333 ",80 ,418 ,389 ,"6,104 "
3148,"5,108 ",55 ,346 ,188 ,"2,943 "
3149,"20,280 ",204 ,"1,032 ","1,204 ","14,177 "
3150,"36,133 ",323 ,"1,734 ","2,309 ","24,662 "
3151,"5,915 ",48 ,353 ,406 ,"3,609 "
3152,"20,024 ",163 ,"1,213 ","1,131 ","13,297 "
3153,"11,504 ",109 ,892 ,577 ,"5,833 "
3154,"2,639 ",27 ,178 ,138 ,"1,465 "
3155,"12,588 ",93 ,984 ,785 ,"6,402 "
3156,"22,349 ",185 ,"1,469 ","1,020 ","12,810 "
3158,"4,203 ",58 ,279 ,169 ,"2,350 "
3159,"1,552 ",6 ,89 ,63 ,906 
3160,"5,321 ",45 ,374 ,248 ,"2,909 "
3161,"10,040 ",107 ,522 ,302 ,"7,802 "
3162,"11,561 ",98 ,515 ,503 ,"9,072 "
3163,"19,096 ",194 ,982 ,650 ,"12,036 "
3165,"15,555 ",163 ,812 ,802 ,"11,172 "
3166,"13,250 ",140 ,783 ,429 ,"7,817 "
3167,"5,309 ",47 ,327 ,211 ,"3,015 "
3168,"9,371 ",83 ,656 ,289 ,"3,672 "
3169,"10,460 ",94 ,809 ,405 ,"4,059 "
3170,"11,079 ",128 ,680 ,574 ,"6,426 "
3171,"10,491 ",76 ,"1,043 ",425 ,"2,467 "
3172,"12,372 ",87 ,985 ,669 ,"6,009 "
3173,"13,194 ",124 ,"1,096 ",533 ,"5,675 "
3174,"18,443 ",123 ,"2,021 ",824 ,"5,084 "
3175,"24,842 ",215 ,"3,451 ","1,021 ","6,597 "
3177,"4,508 ",29 ,730 ,204 ,810 
3178,"20,903 ",172 ,"1,218 ",771 ,"13,283 "
3179,"3,523 ",25 ,285 ,182 ,"2,000 "
3180,"4,335 ",18 ,272 ,284 ,"2,640 "
3181,"13,701 ",270 ,930 ,234 ,"8,604 "
3182,"16,468 ",333 ,"1,057 ",252 ,"8,681 "
3183,"11,854 ",187 ,897 ,233 ,"7,297 "
3184,"10,656 ",190 ,662 ,223 ,"7,189 "
3185,"8,403 ",91 ,482 ,309 ,"6,097 "
3186,"16,118 ",239 ,527 ,541 ,"13,518 "
3187,"9,845 ",91 ,368 ,490 ,"8,053 "
3188,"10,730 ",146 ,486 ,486 ,"8,443 "
3189,"3,585 ",51 ,202 ,207 ,"2,333 "
3190,"6,121 ",51 ,337 ,321 ,"4,216 "
3191,"6,253 ",73 ,214 ,301 ,"5,059 "
3192,"12,827 ",143 ,748 ,782 ,"8,530 "
3193,"12,961 ",140 ,410 ,706 ,"10,819 "
3194,"8,621 ",90 ,462 ,514 ,"5,863 "
3195,"21,172 ",241 ,"1,031 ",968 ,"14,546 "
3196,"14,333 ",143 ,940 ,743 ,"8,525 "
3197,"7,104 ",88 ,441 ,371 ,"4,465 "
3198,"9,007 ",103 ,872 ,572 ,"4,132 "
3199,"29,638 ",294 ,"2,802 ","2,156 ","15,158 "
3200,"2,030 ",15 ,364 ,150 ,495 
3201,"11,217 ",67 ,"1,102 ",526 ,"3,978 "
3202,"1,602 ",26 ,98 ,44 ,"1,087 "
3204,"18,033 ",207 ,895 ,741 ,"12,903 "
3205,"7,350 ",171 ,369 ,146 ,"4,918 "
3206,"6,993 ",145 ,216 ,214 ,"5,542 "
3207,"10,895 ",246 ,453 ,271 ,"7,997 "
3211,792 ,10 ,43 ,34 ,448 
3212,"9,183 ",102 ,673 ,485 ,"4,736 "
3213,"1,301 ",10 ,97 ,55 ,750 
3214,"9,233 ",55 ,"1,665 ",667 ,"2,757 "
3215,"10,911 ",84 ,"1,102 ",726 ,"5,826 "
3216,"32,123 ",239 ,"2,748 ","2,036 ","19,705 "
3217,"2,403 ",19 ,148 ,84 ,"1,456 "
3218,"7,671 ",73 ,762 ,320 ,"4,586 "
3219,"10,199 ",88 ,"1,263 ",649 ,"4,795 "
3220,"10,865 ",103 ,779 ,419 ,"7,488 "
3221,"2,671 ",29 ,110 ,114 ,"1,759 "
3222,"7,739 ",54 ,641 ,530 ,"4,312 "
3223,"3,543 ",34 ,313 ,401 ,"2,005 "
3224,"7,479 ",62 ,600 ,481 ,"4,326 "
3225,"2,577 ",17 ,118 ,293 ,"1,882 "
3226,"8,379 ",84 ,553 ,562 ,"5,411 "
3227,"2,919 ",32 ,181 ,133 ,"2,098 "
3228,"10,906 ",129 ,702 ,565 ,"7,245 "
3230,"1,600 ",11 ,108 ,143 ,958 
3231,813 ,7 ,48 ,69 ,516 
3232,821 ,9 ,44 ,42 ,493 
3233,"1,319 ",5 ,100 ,107 ,601 
3234,79 ,0 ,5 ,1 ,30 
3235,233 ,1 ,24 ,13 ,117 
3236,153 ,1 ,19 ,13 ,69 
3237,124 ,2 ,15 ,6 ,50 
3238,180 ,0 ,12 ,18 ,84 
3239,252 ,5 ,26 ,17 ,95 
3240,"1,310 ",7 ,84 ,72 ,903 
3241,"1,442 ",8 ,126 ,102 ,738 
3242,576 ,5 ,45 ,30 ,296 
3243,224 ,2 ,28 ,19 ,120 
3249,"2,234 ",17 ,157 ,138 ,"1,117 "
3250,"6,518 ",47 ,661 ,437 ,"2,529 "
3251,304 ,2 ,31 ,16 ,154 
3254,179 ,0 ,17 ,12 ,73 
3260,"2,675 ",29 ,231 ,212 ,"1,179 "
3264,"1,385 ",17 ,105 ,98 ,548 
3265,"1,394 ",31 ,100 ,64 ,568 
3266,"1,768 ",33 ,110 ,132 ,766 
3267,181 ,7 ,19 ,7 ,73 
3268,"1,807 ",34 ,122 ,121 ,841 
3269,416 ,17 ,23 ,15 ,183 
3270,133 ,0 ,13 ,12 ,71 
3271,122 ,0 ,7 ,5 ,74 
3272,837 ,8 ,82 ,67 ,301 
3273,86 ,4 ,3 ,4 ,43 
3274,163 ,2 ,12 ,6 ,78 
3275,250 ,1 ,12 ,14 ,89 
3276,280 ,3 ,17 ,7 ,95 
3277,"1,134 ",21 ,64 ,56 ,501 
3278,168 ,6 ,17 ,9 ,58 
3279,176 ,2 ,11 ,11 ,75 
3280,"18,410 ",207 ,"1,833 ","1,146 ","7,176 "
3281,"1,006 ",10 ,74 ,55 ,447 
3282,"1,582 ",14 ,112 ,93 ,610 
3283,667 ,4 ,47 ,26 ,278 
3284,"2,044 ",33 ,149 ,178 ,"1,005 "
3285,724 ,14 ,51 ,31 ,370 
3286,356 ,4 ,27 ,23 ,143 
3287,272 ,3 ,22 ,13 ,116 
3289,474 ,4 ,45 ,23 ,201 
3292,100 ,2 ,11 ,7 ,46 
3293,213 ,0 ,18 ,11 ,106 
3294,589 ,12 ,41 ,40 ,316 
3300,"5,872 ",60 ,539 ,528 ,"2,472 "
3301,719 ,9 ,45 ,35 ,389 
3302,242 ,2 ,24 ,9 ,93 
3303,208 ,4 ,15 ,10 ,71 
3304,"1,438 ",23 ,113 ,105 ,548 
3305,"6,923 ",147 ,746 ,425 ,"3,154 "
3309,51 ,0 ,4 ,4 ,23 
3310,141 ,1 ,19 ,9 ,47 
3311,953 ,10 ,72 ,107 ,301 
3312,516 ,5 ,38 ,39 ,216 
3314,348 ,4 ,24 ,12 ,173 
3315,941 ,9 ,94 ,62 ,406 
3317,107 ,0 ,10 ,5 ,66 
3318,719 ,11 ,35 ,63 ,321 
3319,229 ,1 ,17 ,12 ,96 
3321,901 ,7 ,43 ,31 ,558 
3322,96 ,0 ,12 ,6 ,45 
3323,62 ,0 ,5 ,1 ,42 
3324,299 ,3 ,30 ,30 ,162 
3325,277 ,5 ,15 ,20 ,145 
3328,946 ,5 ,51 ,43 ,508 
3329,164 ,0 ,14 ,10 ,110 
3330,129 ,0 ,16 ,10 ,64 
3331,"3,277 ",29 ,217 ,161 ,"1,869 "
3332,602 ,3 ,42 ,29 ,312 
3333,481 ,1 ,22 ,22 ,245 
3334,310 ,4 ,25 ,19 ,144 
3335,"2,394 ",32 ,144 ,70 ,865 
3337,"18,047 ",132 ,"1,866 ",938 ,"5,822 "
3338,"10,289 ",89 ,"1,075 ",502 ,"3,378 "
3340,"11,381 ",170 ,801 ,578 ,"5,090 "
3341,937 ,10 ,47 ,39 ,474 
3342,"1,868 ",21 ,129 ,114 ,835 
3345,689 ,8 ,50 ,32 ,364 
3350,"32,200 ",232 ,"3,289 ","1,905 ","18,865 "
3351,"4,406 ",25 ,358 ,219 ,"2,233 "
3352,"8,923 ",52 ,558 ,440 ,"5,464 "
3355,"5,723 ",31 ,730 ,599 ,"2,752 "
3356,"7,416 ",42 ,"1,007 ",550 ,"3,127 "
3357,"2,230 ",22 ,132 ,124 ,"1,516 "
3360,366 ,0 ,39 ,25 ,158 
3361,359 ,1 ,38 ,33 ,206 
3363,"1,812 ",15 ,156 ,125 ,871 
3364,"1,114 ",8 ,89 ,66 ,647 
3370,815 ,3 ,99 ,70 ,343 
3371,475 ,1 ,67 ,36 ,168 
3373,"1,128 ",8 ,75 ,115 ,541 
3374,164 ,2 ,11 ,14 ,54 
3375,139 ,1 ,11 ,9 ,83 
3377,"4,823 ",40 ,479 ,406 ,"1,561 "
3378,117 ,0 ,4 ,4 ,90 
3379,394 ,7 ,35 ,25 ,242 
3380,"3,396 ",32 ,332 ,277 ,"1,193 "
3381,609 ,3 ,45 ,49 ,265 
3384,284 ,4 ,37 ,31 ,142 
3385,242 ,1 ,18 ,14 ,104 
3387,202 ,1 ,16 ,8 ,102 
3388,349 ,10 ,28 ,22 ,195 
3390,504 ,6 ,33 ,37 ,239 
3391,85 ,0 ,9 ,5 ,58 
3392,300 ,2 ,28 ,33 ,154 
3393,"1,443 ",6 ,98 ,151 ,662 
3395,252 ,0 ,17 ,18 ,170 
3396,409 ,2 ,42 ,40 ,268 
3400,"8,141 ",88 ,719 ,618 ,"3,481 "
3401,"2,584 ",23 ,139 ,132 ,"1,242 "
3407,275 ,9 ,13 ,12 ,123 
3409,601 ,6 ,37 ,38 ,282 
3412,177 ,1 ,7 ,13 ,91 
3413,139 ,1 ,11 ,15 ,63 
3414,876 ,17 ,67 ,70 ,362 
3418,"1,690 ",23 ,110 ,107 ,786 
3419,586 ,5 ,30 ,44 ,330 
3420,139 ,3 ,13 ,5 ,94 
3423,188 ,1 ,24 ,14 ,69 
3424,413 ,3 ,19 ,34 ,259 
3427,"1,428 ",10 ,115 ,56 ,648 
3428,394 ,6 ,14 ,19 ,214 
3429,"20,850 ",208 ,"1,455 ",993 ,"11,047 "
3430,172 ,2 ,8 ,9 ,103 
3431,"2,402 ",30 ,104 ,111 ,"1,545 "
3432,105 ,6 ,7 ,5 ,66 
3433,134 ,1 ,0 ,5 ,77 
3434,"2,743 ",35 ,173 ,142 ,"1,458 "
3435,"1,606 ",8 ,100 ,84 ,863 
3437,"6,155 ",67 ,293 ,273 ,"4,169 "
3438,"1,257 ",11 ,66 ,69 ,822 
3440,"1,184 ",23 ,38 ,75 ,803 
3441,841 ,7 ,34 ,31 ,647 
3442,"4,235 ",56 ,223 ,223 ,"2,721 "
3444,"5,217 ",55 ,286 ,342 ,"2,649 "
3446,562 ,5 ,42 ,32 ,219 
3447,257 ,0 ,22 ,15 ,106 
3448,515 ,3 ,31 ,32 ,224 
3450,"3,990 ",38 ,350 ,348 ,"1,713 "
3451,"2,399 ",17 ,219 ,157 ,865 
3453,"1,006 ",12 ,54 ,58 ,456 
3458,"1,074 ",22 ,65 ,92 ,521 
3460,"1,639 ",10 ,154 ,142 ,776 
3461,"2,118 ",27 ,190 ,157 ,923 
3462,633 ,6 ,65 ,47 ,201 
3463,"1,270 ",11 ,113 ,144 ,565 
3464,547 ,6 ,48 ,36 ,188 
3465,"4,300 ",17 ,564 ,434 ,"1,488 "
3467,599 ,6 ,76 ,57 ,216 
3468,146 ,2 ,20 ,11 ,68 
3469,142 ,2 ,10 ,28 ,59 
3472,599 ,4 ,75 ,73 ,191 
3475,169 ,1 ,22 ,18 ,74 
3477,392 ,6 ,30 ,25 ,197 
3478,"1,383 ",11 ,128 ,132 ,556 
3480,"1,023 ",0 ,115 ,114 ,530 
3482,106 ,0 ,19 ,11 ,62 
3483,539 ,0 ,63 ,51 ,372 
3485,170 ,1 ,18 ,14 ,118 
3487,50 ,0 ,4 ,3 ,38 
3488,73 ,2 ,11 ,3 ,47 
3490,697 ,10 ,54 ,48 ,366 
3491,71 ,0 ,4 ,4 ,46 
3494,299 ,1 ,34 ,12 ,151 
3496,"3,454 ",29 ,415 ,202 ,"1,680 "
3498,"2,502 ",23 ,229 ,159 ,"1,493 "
3500,"15,007 ",126 ,"1,869 ","1,017 ","7,008 "
3501,"2,135 ",14 ,185 ,130 ,"1,222 "
3505,"2,415 ",13 ,286 ,198 ,"1,192 "
3507,83 ,0 ,8 ,5 ,53 
3509,159 ,0 ,8 ,11 ,114 
3512,212 ,1 ,7 ,15 ,134 
3515,"1,038 ",9 ,81 ,55 ,462 
3516,365 ,6 ,31 ,20 ,219 
3517,643 ,1 ,72 ,59 ,288 
3518,604 ,4 ,94 ,74 ,275 
3521,326 ,3 ,25 ,18 ,143 
3522,165 ,1 ,16 ,5 ,87 
3523,"1,560 ",14 ,164 ,144 ,620 
3525,763 ,1 ,74 ,72 ,451 
3527,426 ,0 ,48 ,47 ,237 
3529,89 ,2 ,22 ,8 ,69 
3530,70 ,0 ,10 ,3 ,41 
3531,120 ,2 ,13 ,8 ,77 
3533,419 ,6 ,50 ,38 ,204 
3537,620 ,3 ,41 ,61 ,367 
3540,172 ,2 ,13 ,13 ,92 
3542,116 ,0 ,10 ,10 ,71 
3544,131 ,1 ,13 ,12 ,67 
3546,264 ,6 ,17 ,16 ,150 
3549,"1,914 ",16 ,180 ,127 ,796 
3550,"21,660 ",194 ,"2,621 ","1,546 ","11,334 "
3551,"16,652 ",136 ,"1,058 ",868 ,"9,412 "
3555,"10,000 ",58 ,"1,075 ",814 ,"4,482 "
3556,"6,258 ",46 ,811 ,482 ,"2,288 "
3557,416 ,2 ,31 ,22 ,233 
3558,506 ,7 ,47 ,47 ,281 
3559,297 ,2 ,27 ,21 ,186 
3561,"2,480 ",23 ,181 ,175 ,"1,205 "
3562,162 ,3 ,6 ,5 ,77 
3563,437 ,2 ,40 ,40 ,196 
3564,"9,269 ",85 ,819 ,669 ,"3,965 "
3566,305 ,5 ,27 ,25 ,124 
3567,387 ,4 ,20 ,28 ,206 
3568,"1,543 ",11 ,114 ,123 ,754 
3570,389 ,5 ,24 ,24 ,184 
3571,196 ,2 ,10 ,19 ,116 
3572,151 ,0 ,10 ,7 ,96 
3573,210 ,1 ,16 ,14 ,107 
3575,441 ,5 ,42 ,27 ,215 
3579,"2,937 ",21 ,252 ,292 ,"1,302 "
3580,526 ,5 ,61 ,45 ,182 
3581,115 ,1 ,13 ,12 ,56 
3583,88 ,0 ,8 ,6 ,36 
3584,575 ,7 ,58 ,48 ,229 
3585,"6,891 ",56 ,588 ,494 ,"3,132 "
3586,240 ,3 ,30 ,13 ,117 
3588,189 ,0 ,19 ,18 ,54 
3589,174 ,0 ,21 ,8 ,86 
3590,191 ,0 ,11 ,8 ,103 
3591,101 ,0 ,5 ,4 ,47 
3594,355 ,2 ,42 ,35 ,95 
3595,299 ,0 ,52 ,33 ,101 
3596,70 ,0 ,5 ,3 ,38 
3597,235 ,1 ,15 ,8 ,116 
3599,64 ,2 ,6 ,4 ,23 
3608,"1,304 ",14 ,98 ,117 ,631 
3610,762 ,4 ,66 ,55 ,338 
3612,790 ,5 ,71 ,64 ,270 
3614,553 ,5 ,40 ,22 ,265 
3616,"3,027 ",22 ,266 ,215 ,"1,445 "
3617,91 ,0 ,5 ,4 ,60 
3618,400 ,2 ,50 ,19 ,134 
3620,"4,331 ",45 ,396 ,371 ,"1,754 "
3621,"1,241 ",3 ,105 ,95 ,394 
3622,233 ,2 ,14 ,16 ,102 
3623,546 ,3 ,65 ,49 ,225 
3624,283 ,1 ,27 ,26 ,119 
3629,"4,859 ",26 ,547 ,407 ,"1,615 "
3630,"16,588 ",102 ,"2,117 ","1,218 ","5,995 "
3631,"6,460 ",64 ,437 ,329 ,"3,520 "
3633,420 ,0 ,35 ,23 ,225 
3634,"1,128 ",6 ,111 ,70 ,510 
3635,287 ,0 ,25 ,12 ,110 
3636,"2,852 ",30 ,273 ,247 ,"1,155 "
3637,308 ,6 ,23 ,19 ,104 
3638,"1,127 ",5 ,94 ,91 ,489 
3639,308 ,1 ,41 ,20 ,124 
3640,589 ,7 ,51 ,34 ,229 
3641,671 ,18 ,46 ,34 ,252 
3644,"4,648 ",62 ,404 ,339 ,"1,915 "
3646,351 ,0 ,33 ,28 ,167 
3649,262 ,4 ,28 ,20 ,101 
3658,"3,181 ",36 ,283 ,182 ,"1,147 "
3659,389 ,5 ,25 ,28 ,194 
3660,"3,736 ",20 ,388 ,293 ,"1,473 "
3662,468 ,2 ,17 ,1 ,169 
3663,92 ,0 ,7 ,6 ,47 
3664,609 ,9 ,43 ,46 ,279 
3665,205 ,2 ,13 ,13 ,92 
3666,"2,619 ",19 ,206 ,244 ,"1,344 "
3669,739 ,10 ,51 ,76 ,329 
3670,325 ,2 ,25 ,32 ,130 
3672,"5,316 ",59 ,532 ,492 ,"1,908 "
3673,"1,082 ",13 ,74 ,76 ,483 
3675,"1,115 ",16 ,80 ,91 ,507 
3677,"9,603 ",79 ,"1,002 ",821 ,"3,807 "
3678,"3,868 ",39 ,245 ,324 ,"1,925 "
3682,344 ,3 ,33 ,22 ,157 
3683,975 ,8 ,85 ,74 ,447 
3685,"1,630 ",11 ,122 ,129 ,863 
3687,576 ,3 ,31 ,54 ,267 
3688,772 ,4 ,38 ,41 ,369 
3690,"18,188 ",127 ,"1,806 ","1,292 ","8,503 "
3691,"5,435 ",57 ,343 ,288 ,"3,145 "
3694,156 ,1 ,8 ,0 ,33 
3695,321 ,4 ,18 ,15 ,167 
3697,301 ,4 ,13 ,24 ,174 
3698,493 ,5 ,36 ,37 ,314 
3699,653 ,3 ,75 ,49 ,282 
3700,814 ,6 ,56 ,75 ,422 
3701,613 ,9 ,44 ,45 ,328 
3705,162 ,2 ,15 ,9 ,87 
3707,973 ,7 ,69 ,88 ,507 
3709,197 ,0 ,16 ,18 ,115 
3711,294 ,0 ,11 ,28 ,146 
3712,207 ,2 ,10 ,18 ,98 
3713,439 ,2 ,24 ,41 ,151 
3714,"1,974 ",15 ,146 ,178 ,958 
3715,157 ,1 ,11 ,14 ,67 
3717,"1,555 ",10 ,92 ,130 ,831 
3718,58 ,0 ,3 ,2 ,34 
3719,258 ,0 ,18 ,19 ,145 
3720,305 ,1 ,21 ,41 ,152 
3722,"2,939 ",19 ,215 ,294 ,"1,370 "
3723,"1,451 ",13 ,106 ,110 ,699 
3725,386 ,3 ,29 ,31 ,157 
3726,221 ,5 ,20 ,19 ,84 
3727,202 ,1 ,18 ,19 ,71 
3728,293 ,1 ,37 ,26 ,88 
3730,"4,531 ",50 ,377 ,434 ,"2,028 "
3732,357 ,3 ,23 ,48 ,167 
3733,131 ,1 ,9 ,14 ,58 
3735,417 ,3 ,34 ,39 ,199 
3737,"2,488 ",28 ,211 ,185 ,"1,031 "
3738,98 ,0 ,8 ,5 ,34 
3739,116 ,0 ,12 ,13 ,45 
3740,591 ,5 ,39 ,45 ,263 
3741,"1,859 ",6 ,139 ,172 ,894 
3744,247 ,1 ,21 ,18 ,121 
3746,200 ,2 ,22 ,12 ,69 
3747,"2,601 ",32 ,192 ,217 ,"1,260 "
3749,"1,164 ",14 ,80 ,82 ,656 
3750,"3,685 ",40 ,291 ,67 ,"1,327 "
3751,139 ,1 ,13 ,3 ,69 
3752,"12,940 ",126 ,868 ,365 ,"6,143 "
3753,"1,078 ",14 ,45 ,34 ,465 
3754,"18,002 ",161 ,"1,117 ",638 ,"9,592 "
3755,167 ,2 ,13 ,16 ,94 
3756,"6,195 ",65 ,424 ,245 ,"2,592 "
3757,"4,806 ",43 ,284 ,248 ,"2,644 "
3758,"1,281 ",14 ,87 ,50 ,599 
3759,656 ,8 ,41 ,31 ,436 
3760,274 ,2 ,16 ,9 ,183 
3761,698 ,9 ,31 ,41 ,386 
3762,97 ,1 ,6 ,1 ,62 
3763,902 ,8 ,68 ,51 ,372 
3764,"4,480 ",39 ,339 ,259 ,"2,166 "
3765,"4,059 ",40 ,230 ,199 ,"2,332 "
3766,764 ,6 ,49 ,36 ,424 
3767,674 ,9 ,48 ,45 ,433 
3770,"1,891 ",14 ,90 ,80 ,"1,120 "
3775,"2,335 ",28 ,93 ,160 ,"1,371 "
3777,"5,810 ",56 ,369 ,379 ,"2,577 "
3778,125 ,0 ,5 ,11 ,23 
3779,233 ,1 ,19 ,30 ,93 
3781,"2,429 ",24 ,163 ,86 ,981 
3782,"4,818 ",54 ,261 ,217 ,"2,707 "
3783,"1,297 ",15 ,84 ,66 ,670 
3786,949 ,14 ,45 ,51 ,632 
3787,661 ,8 ,35 ,33 ,426 
3788,"1,082 ",25 ,54 ,57 ,635 
3789,159 ,1 ,11 ,10 ,109 
3791,918 ,4 ,49 ,57 ,558 
3792,688 ,15 ,28 ,25 ,417 
3793,"2,051 ",23 ,136 ,129 ,"1,024 "
3795,883 ,12 ,52 ,41 ,480 
3796,"5,602 ",54 ,352 ,291 ,"2,702 "
3797,"1,832 ",19 ,155 ,127 ,729 
3799,"2,868 ",25 ,345 ,196 ,943 
3800,82 ,1 ,17 ,3 ,50 
3802,"13,337 ",107 ,"1,155 ",523 ,"5,818 "
3803,"5,416 ",55 ,613 ,216 ,"1,666 "
3804,"5,110 ",77 ,220 ,160 ,"3,288 "
3805,"29,996 ",241 ,"2,458 ",928 ,"12,685 "
3806,"27,244 ",298 ,"1,576 ","1,182 ","16,195 "
