SA3 Code,SA3_Name,Year,Remoteness ,State,Latitude,Longitude,Estimated Resident Population,Patent applicants (total),"Patent applicants (per 10,000 residents)",Trademark applicants (total),"Trademark applicants (per 10,000 residents)",New business entries,"New business entries (per 10,000 residents)",Business Research and Development Expenditure,Unemployed (total),Labour force (total),"Postgraduate Degree Level (total, 2011)","Graduate Diploma and Graduate Certificate Level (total, 2011)","Bachelor Degree Level (total, 2011)","Advanced Diploma and Diploma Level (total, 2011)","Certificate Level (total, 2011)","Year 12 or equivalent (total, 2011)","Did not go to school (total, 2011)",Accommodation and Food Services (count of businesses),Administrative and Support Services (count of businesses),"Agriculture, Forestry and Fishing (count of businesses)",Arts and Recreation Services (count of businesses),Construction (count of businesses),Education and Training (count of businesses),"Electricity, Gas, Water and Waste Services (count of businesses)",Financial and Insurance Services (count of businesses),Health Care and Social Assistance (count of businesses),Information Media and Telecommunications (count of businesses),Manufacturing (count of businesses),Mining (count of businesses),"Professional, Scientific and Technical Services (count of businesses)",Public Administration and Safety (count of businesses),"Rental, Hiring and Real Estate Services (count of businesses)",Retail Trade (count of businesses),"Transport, Postal and Warehousing (count of businesses)",Wholesale Trade (count of businesses),Top industry (by count of businesses),Count of University Campuses (2015),Count of TAFEs (2015),Count of Research Institutes (2015)
20503,Gippsland - South West,2013,Inner Regional Australia,Victoria,-38.58606005,145.9467558,59091,7,1.2,21,3.6,460,77.8,1517706,1221,27506,662,824,3959,3471,10464,15837,147,275,156,2100,44,1206,59,19,281,172,26,213,12,373,15,429,405,263,122,"Agriculture, Forestry and Fishing",0,2,0
20503,Gippsland - South West,2014,Inner Regional Australia,Victoria,-38.58606005,145.9467558,59655,6,1.0,45,7.5,541,90.7,2725930,1432,29356,662,824,3959,3471,10464,15837,147,289,155,2075,55,1179,54,22,280,172,19,207,9,392,9,453,398,277,116,"Agriculture, Forestry and Fishing",0,2,0
20503,Gippsland - South West,2015,Inner Regional Australia,Victoria,-38.58606005,145.9467558,59942,2,0.3,62,10.3,NA,NA,NA,1562,29957,662,824,3959,3471,10464,15837,147,274,166,2036,56,1194,53,17,305,169,26,201,12,374,6,462,398,275,108,"Agriculture, Forestry and Fishing",0,2,0
20504,Latrobe Valley,2009,Inner Regional Australia,Victoria,-38.25857951,146.4461702,72123,9,1.2,34,4.7,572,79.3,4170176,NA,NA,705,782,4186,3541,13658,19152,333,205,153,518,65,809,35,12,247,190,15,205,12,354,9,409,407,293,100,Construction,1,4,0
20504,Latrobe Valley,2010,Inner Regional Australia,Victoria,-38.25857951,146.4461702,72906,10,1.4,61,8.4,646,88.6,3343559,2999,39210,705,782,4186,3541,13658,19152,333,214,139,529,60,807,22,12,289,197,19,212,12,361,21,426,398,286,110,Construction,1,4,0
20504,Latrobe Valley,2011,Inner Regional Australia,Victoria,-38.25857951,146.4461702,73609,8,1.1,25,3.4,514,69.8,5700595,2529,39635,705,782,4186,3541,13658,19152,333,214,152,527,52,815,47,9,296,183,27,188,6,356,19,422,402,283,88,Construction,1,4,0
20504,Latrobe Valley,2012,Inner Regional Australia,Victoria,-38.25857951,146.4461702,73797,17,2.3,36,4.9,507,68.7,3617285,2572,37125,705,782,4186,3541,13658,19152,333,222,150,509,61,817,42,6,319,202,28,184,7,353,18,433,391,279,88,Construction,1,4,0
20504,Latrobe Valley,2013,Inner Regional Australia,Victoria,-38.25857951,146.4461702,73579,3,0.4,44,6.0,440,59.8,5106289,2349,34726,705,782,4186,3541,13658,19152,333,212,145,469,56,790,34,15,331,204,27,176,10,338,12,427,377,269,83,Construction,1,4,0
20504,Latrobe Valley,2014,Inner Regional Australia,Victoria,-38.25857951,146.4461702,73421,5,0.7,46,6.3,444,60.5,5375832,2679,36703,705,782,4186,3541,13658,19152,333,210,146,464,49,791,50,15,330,212,22,169,13,326,12,429,350,258,84,Construction,1,4,0
20504,Latrobe Valley,2015,Inner Regional Australia,Victoria,-38.25857951,146.4461702,73356,5,0.7,53,7.2,NA,NA,NA,3084,37451,705,782,4186,3541,13658,19152,333,231,145,441,49,786,39,6,343,218,19,168,10,315,18,432,334,252,78,Construction,1,4,0
20505,Wellington,2009,Inner Regional Australia,Victoria,-37.93351176,146.8939142,41385,6,1.4,20,4.8,405,97.9,62160,NA,NA,343,478,2482,2216,7436,10386,114,155,84,1533,59,550,41,18,132,108,12,122,15,163,9,253,284,186,67,"Agriculture, Forestry and Fishing",0,6,0
20505,Wellington,2010,Inner Regional Australia,Victoria,-37.93351176,146.8939142,41684,2,0.5,12,2.9,453,108.7,263012,1040,22358,343,478,2482,2216,7436,10386,114,156,78,1502,47,562,31,15,150,110,12,117,21,165,15,281,279,189,78,"Agriculture, Forestry and Fishing",0,6,0
20505,Wellington,2011,Inner Regional Australia,Victoria,-37.93351176,146.8939142,41960,1,0.2,14,3.3,392,93.4,388909,934,22489,343,478,2482,2216,7436,10386,114,168,76,1504,47,557,33,15,157,126,16,132,16,179,6,269,284,182,77,"Agriculture, Forestry and Fishing",0,6,0
20505,Wellington,2012,Inner Regional Australia,Victoria,-37.93351176,146.8939142,42170,3,0.7,27,6.4,418,99.1,786466,926,21075,343,478,2482,2216,7436,10386,114,158,71,1465,42,519,47,9,167,134,6,109,16,181,12,274,266,195,79,"Agriculture, Forestry and Fishing",0,6,0
20505,Wellington,2013,Inner Regional Australia,Victoria,-37.93351176,146.8939142,42165,5,1.2,17,4.0,325,77.1,946806,851,19758,343,478,2482,2216,7436,10386,114,158,73,1457,39,495,37,15,172,136,12,110,21,163,3,262,264,169,68,"Agriculture, Forestry and Fishing",0,6,0
20505,Wellington,2014,Inner Regional Australia,Victoria,-37.93351176,146.8939142,42072,0,0.0,13,3.1,357,84.9,1042361,1015,20884,343,478,2482,2216,7436,10386,114,158,71,1463,35,492,31,9,167,138,12,106,25,180,3,265,275,174,72,"Agriculture, Forestry and Fishing",0,6,0
20505,Wellington,2015,Inner Regional Australia,Victoria,-37.93351176,146.8939142,41863,3,0.7,11,2.6,NA,NA,NA,1144,21308,343,478,2482,2216,7436,10386,114,166,75,1458,35,507,41,12,185,149,15,112,25,180,6,284,260,168,62,"Agriculture, Forestry and Fishing",0,6,0
20601,Brunswick - Coburg,2009,Major Cities of Australia,Victoria,-37.75552468,144.9577489,80795,35,4.3,232,28.7,1059,131.1,20938915,NA,NA,5355,2693,15778,5529,6804,43317,1327,320,255,88,163,760,110,15,339,328,99,354,,851,33,631,576,597,301,"Professional, Scientific and Technical Services",1,2,0
20601,Brunswick - Coburg,2010,Major Cities of Australia,Victoria,-37.75552468,144.9577489,81901,41,5.0,215,26.3,1248,152.4,19898044,2797,50288,5355,2693,15778,5529,6804,43317,1327,341,243,95,180,836,115,12,392,366,111,350,,927,33,664,599,582,279,"Professional, Scientific and Technical Services",1,2,0
20601,Brunswick - Coburg,2011,Major Cities of Australia,Victoria,-37.75552468,144.9577489,82911,28,3.4,187,22.6,1109,133.8,21477440,2581,50816,5355,2693,15778,5529,6804,43317,1327,341,234,80,183,837,96,9,405,397,111,343,,1023,37,680,593,500,283,"Professional, Scientific and Technical Services",1,2,0
20601,Brunswick - Coburg,2012,Major Cities of Australia,Victoria,-37.75552468,144.9577489,84197,29,3.4,222,26.4,1066,126.6,6759141,3346,51756,5355,2693,15778,5529,6804,43317,1327,340,240,74,179,851,102,9,434,432,120,336,,1067,34,711,601,546,301,"Professional, Scientific and Technical Services",1,2,0
20601,Brunswick - Coburg,2013,Major Cities of Australia,Victoria,-37.75552468,144.9577489,86161,30,3.5,265,30.8,933,108.3,9344738,4169,50609,5355,2693,15778,5529,6804,43317,1327,341,224,60,167,821,109,9,430,459,95,327,,1055,30,699,554,475,290,"Professional, Scientific and Technical Services",1,2,0
20601,Brunswick - Coburg,2014,Major Cities of Australia,Victoria,-37.75552468,144.9577489,87771,16,1.8,237,27.0,1088,124.0,12147145,4484,50581,5355,2693,15778,5529,6804,43317,1327,380,239,49,193,862,119,6,442,488,103,317,,1097,28,750,582,481,281,"Professional, Scientific and Technical Services",1,2,0
20601,Brunswick - Coburg,2015,Major Cities of Australia,Victoria,-37.75552468,144.9577489,89523,31,3.5,261,29.2,NA,NA,NA,3751,51334,5355,2693,15778,5529,6804,43317,1327,390,240,43,198,917,121,12,463,508,98,332,,1150,29,766,568,478,274,"Professional, Scientific and Technical Services",1,2,0
20602,Darebin - South,2009,Major Cities of Australia,Victoria,-37.76767664,145.007415,50262,18,3.6,103,20.5,643,127.9,10833494,NA,NA,3551,2154,10254,3191,4002,26541,729,200,140,59,142,486,53,21,215,255,73,178,,621,27,431,346,254,172,"Professional, Scientific and Technical Services",0,0,0
20602,Darebin - South,2010,Major Cities of Australia,Victoria,-37.76767664,145.007415,50753,21,4.1,91,17.9,803,158.2,10016627,1554,30975,3551,2154,10254,3191,4002,26541,729,194,140,60,172,514,64,15,232,283,76,203,3,690,33,417,357,273,185,"Professional, Scientific and Technical Services",0,0,0
20602,Darebin - South,2011,Major Cities of Australia,Victoria,-37.76767664,145.007415,50971,24,4.7,111,21.8,670,131.4,9196684,1394,31113,3551,2154,10254,3191,4002,26541,729,214,146,54,168,555,74,14,228,308,78,214,,724,16,412,332,227,189,"Professional, Scientific and Technical Services",0,0,0
20602,Darebin - South,2012,Major Cities of Australia,Victoria,-37.76767664,145.007415,51525,15,2.9,129,25.0,722,140.1,8591244,1701,31500,3551,2154,10254,3191,4002,26541,729,227,160,41,167,584,73,3,250,350,80,206,,783,21,430,324,257,179,"Professional, Scientific and Technical Services",0,0,0
20602,Darebin - South,2013,Major Cities of Australia,Victoria,-37.76767664,145.007415,52491,14,2.7,132,25.1,561,106.9,9222417,2149,30628,3551,2154,10254,3191,4002,26541,729,223,129,40,152,552,74,6,248,359,87,193,,778,15,421,313,211,178,"Professional, Scientific and Technical Services",0,0,0
20602,Darebin - South,2014,Major Cities of Australia,Victoria,-37.76767664,145.007415,53286,12,2.3,143,26.8,670,125.7,9860832,2313,30455,3551,2154,10254,3191,4002,26541,729,231,132,32,154,559,73,12,259,371,89,190,,818,16,455,300,202,161,"Professional, Scientific and Technical Services",0,0,0
20602,Darebin - South,2015,Major Cities of Australia,Victoria,-37.76767664,145.007415,54205,8,1.5,122,22.5,NA,NA,NA,1961,30896,3551,2154,10254,3191,4002,26541,729,227,136,33,153,585,78,9,293,380,93,182,,836,12,471,301,210,161,"Professional, Scientific and Technical Services",0,0,0
20603,Essendon,2009,Major Cities of Australia,Victoria,-37.76264435,144.9142017,62220,17,2.7,89,14.3,898,144.3,3313610,NA,NA,3241,1840,11238,4387,5764,31136,744,291,198,136,126,807,72,9,525,391,59,127,,929,27,604,416,359,172,"Professional, Scientific and Technical Services",0,1,0
20603,Essendon,2010,Major Cities of Australia,Victoria,-37.76264435,144.9142017,63012,9,1.4,132,20.9,1091,173.1,4390948,1804,37682,3241,1840,11238,4387,5764,31136,744,291,201,137,125,852,104,15,583,422,58,124,,979,15,666,439,350,157,"Professional, Scientific and Technical Services",0,1,0
20603,Essendon,2011,Major Cities of Australia,Victoria,-37.76264435,144.9142017,63695,24,3.8,103,16.2,998,156.7,4595012,1626,37986,3241,1840,11238,4387,5764,31136,744,299,221,141,132,865,91,4,607,445,52,127,,1038,13,701,428,352,190,"Professional, Scientific and Technical Services",0,1,0
20603,Essendon,2012,Major Cities of Australia,Victoria,-37.76264435,144.9142017,64476,15,2.3,151,23.4,880,136.5,5438680,2023,38614,3241,1840,11238,4387,5764,31136,744,309,229,119,114,878,92,6,616,488,57,128,,1065,12,716,434,352,199,"Professional, Scientific and Technical Services",0,1,0
20603,Essendon,2013,Major Cities of Australia,Victoria,-37.76264435,144.9142017,65224,17,2.6,131,20.1,801,122.8,4606990,2563,37254,3241,1840,11238,4387,5764,31136,744,290,223,103,116,829,89,9,630,506,47,127,3,1039,19,711,401,309,199,"Professional, Scientific and Technical Services",0,1,0
20603,Essendon,2014,Major Cities of Australia,Victoria,-37.76264435,144.9142017,66551,16,2.4,129,19.4,928,139.4,17843734,2778,37258,3241,1840,11238,4387,5764,31136,744,308,221,96,128,868,93,9,635,523,48,118,3,1074,21,755,411,310,182,"Professional, Scientific and Technical Services",0,1,0
20603,Essendon,2015,Major Cities of Australia,Victoria,-37.76264435,144.9142017,67752,20,3.0,204,30.1,NA,NA,NA,2442,37812,3241,1840,11238,4387,5764,31136,744,319,236,74,135,891,112,3,668,547,50,122,6,1114,18,763,389,323,178,"Professional, Scientific and Technical Services",0,1,0
20604,Melbourne City,2009,Major Cities of Australia,Victoria,-37.80794675,144.9482317,94330,343,36.4,2526,267.8,4617,489.5,2547594023,NA,NA,9226,2531,25538,6356,5142,65123,599,1735,1198,560,383,1713,455,85,5272,1450,432,877,172,6061,99,4151,1599,646,1218,"Professional, Scientific and Technical Services",17,7,31
20604,Melbourne City,2010,Major Cities of Australia,Victoria,-37.80794675,144.9482317,97578,390,40.0,2682,274.9,5165,529.3,2283727043,2321,63923,9226,2531,25538,6356,5142,65123,599,1881,1263,570,416,1677,467,73,5577,1490,431,845,173,6327,95,4225,1637,680,1266,"Professional, Scientific and Technical Services",17,7,31
20604,Melbourne City,2011,Major Cities of Australia,Victoria,-37.80794675,144.9482317,100228,356,35.5,2769,276.3,4968,495.7,2178009097,2186,65573,9226,2531,25538,6356,5142,65123,599,2069,1339,580,431,1976,470,78,5933,1536,430,920,205,6710,129,4364,1791,674,1297,"Professional, Scientific and Technical Services",17,7,31
20604,Melbourne City,2012,Major Cities of Australia,Victoria,-37.80794675,144.9482317,105402,326,30.9,2717,257.8,4959,470.5,2557554735,2673,69296,9226,2531,25538,6356,5142,65123,599,2128,1370,541,446,1985,488,91,5897,1629,445,849,202,6889,100,4381,1835,654,1351,"Professional, Scientific and Technical Services",17,7,31
20604,Melbourne City,2013,Major Cities of Australia,Victoria,-37.80794675,144.9482317,116313,362,31.1,3064,263.4,4057,348.8,2552413591,3391,73033,9226,2531,25538,6356,5142,65123,599,2072,1321,482,420,2042,472,74,5974,1676,445,862,209,6833,114,4451,1804,635,1362,"Professional, Scientific and Technical Services",17,7,31
20604,Melbourne City,2014,Major Cities of Australia,Victoria,-37.80794675,144.9482317,122150,261,21.4,3031,248.1,4959,406.0,2839318595,3747,75138,9226,2531,25538,6356,5142,65123,599,2193,1414,490,435,2301,522,88,6174,1753,492,882,219,7045,128,4676,1850,675,1346,"Professional, Scientific and Technical Services",17,7,31
20604,Melbourne City,2015,Major Cities of Australia,Victoria,-37.80794675,144.9482317,128963,262,20.3,3167,245.6,NA,NA,NA,3299,76276,9226,2531,25538,6356,5142,65123,599,2116,1437,442,419,2268,540,79,6401,1779,509,798,210,7226,122,4827,1740,640,1356,"Professional, Scientific and Technical Services",17,7,31
20605,Port Phillip,2009,Major Cities of Australia,Victoria,-37.84788065,144.9555775,95272,105,11.0,1015,106.5,2849,299.0,682698168,NA,NA,7327,3025,23982,7705,8017,57805,449,707,801,418,451,1238,259,18,2010,763,585,466,52,3544,60,2563,1020,396,732,"Professional, Scientific and Technical Services",0,0,5
20605,Port Phillip,2010,Major Cities of Australia,Victoria,-37.84788065,144.9555775,96375,85,8.8,1106,114.8,3389,351.6,796132538,2523,68231,7327,3025,23982,7705,8017,57805,449,744,835,396,467,1336,280,21,2123,866,606,473,55,3765,59,2605,1036,387,770,"Professional, Scientific and Technical Services",0,0,5
20605,Port Phillip,2011,Major Cities of Australia,Victoria,-37.84788065,144.9555775,97276,102,10.5,1129,116.1,3023,310.8,664780073,2170,68795,7327,3025,23982,7705,8017,57805,449,773,846,352,474,1476,293,34,2224,950,590,473,44,3873,68,2731,1072,358,777,"Professional, Scientific and Technical Services",0,0,5
20605,Port Phillip,2012,Major Cities of Australia,Victoria,-37.84788065,144.9555775,100409,127,12.6,1102,109.8,2979,296.7,379189160,2645,71105,7327,3025,23982,7705,8017,57805,449,816,871,316,454,1540,288,34,2263,995,623,458,62,4043,61,2735,1135,373,822,"Professional, Scientific and Technical Services",0,0,5
20605,Port Phillip,2013,Major Cities of Australia,Victoria,-37.84788065,144.9555775,102411,119,11.6,1236,120.7,2536,247.6,426574818,3440,69023,7327,3025,23982,7705,8017,57805,449,818,838,283,444,1565,286,28,2270,1068,589,445,56,3922,68,2764,1058,322,821,"Professional, Scientific and Technical Services",0,0,5
20605,Port Phillip,2014,Major Cities of Australia,Victoria,-37.84788065,144.9555775,104828,112,10.7,1176,112.2,2981,284.4,464811806,3724,69058,7327,3025,23982,7705,8017,57805,449,857,846,260,461,1666,295,28,2306,1148,581,476,55,3995,62,2899,1060,333,856,"Professional, Scientific and Technical Services",0,0,5
20605,Port Phillip,2015,Major Cities of Australia,Victoria,-37.84788065,144.9555775,107142,78,7.3,1334,124.5,NA,NA,NA,3180,70086,7327,3025,23982,7705,8017,57805,449,866,866,233,459,1801,313,36,2408,1198,600,468,55,4083,62,3031,1072,346,827,"Professional, Scientific and Technical Services",0,0,5
20606,Stonnington - West,2009,Major Cities of Australia,Victoria,-37.84676795,145.008773,57114,61,10.7,432,75.6,1531,268.1,27097452,NA,NA,4499,1602,15119,4683,3516,35488,269,452,342,275,225,624,122,18,1465,728,177,266,20,1821,18,2126,818,152,383,"Rental, Hiring and Real Estate Services",1,1,0
20606,Stonnington - West,2010,Major Cities of Australia,Victoria,-37.84676795,145.008773,57518,53,9.2,408,70.9,1788,310.9,27644554,1121,38567,4499,1602,15119,4683,3516,35488,269,444,379,267,245,659,118,15,1549,753,200,279,26,1945,12,2125,842,150,366,"Rental, Hiring and Real Estate Services",1,1,0
20606,Stonnington - West,2011,Major Cities of Australia,Victoria,-37.84676795,145.008773,57585,81,14.1,623,108.2,1524,264.7,37387528,1027,38684,4499,1602,15119,4683,3516,35488,269,472,387,249,229,701,124,14,1625,804,206,263,21,1967,18,2120,839,127,397,"Rental, Hiring and Real Estate Services",1,1,0
20606,Stonnington - West,2012,Major Cities of Australia,Victoria,-37.84676795,145.008773,59398,82,13.8,618,104.0,1558,262.3,46842637,1237,40088,4499,1602,15119,4683,3516,35488,269,496,386,247,208,733,127,12,1577,821,219,262,25,2007,18,2087,856,132,386,"Rental, Hiring and Real Estate Services",1,1,0
20606,Stonnington - West,2013,Major Cities of Australia,Victoria,-37.84676795,145.008773,60883,58,9.5,714,117.3,1291,212.0,45396082,1647,39199,4499,1602,15119,4683,3516,35488,269,476,364,218,207,742,120,13,1596,859,218,248,28,1983,12,2063,844,124,387,"Rental, Hiring and Real Estate Services",1,1,0
20606,Stonnington - West,2014,Major Cities of Australia,Victoria,-37.84676795,145.008773,63180,55,8.7,732,115.9,1592,252.0,58207950,1877,39895,4499,1602,15119,4683,3516,35488,269,509,373,195,209,800,135,10,1705,909,215,258,28,2049,18,2105,794,134,395,"Rental, Hiring and Real Estate Services",1,1,0
20606,Stonnington - West,2015,Major Cities of Australia,Victoria,-37.84676795,145.008773,64779,49,7.6,756,116.7,NA,NA,NA,1564,40494,4499,1602,15119,4683,3516,35488,269,517,396,190,214,844,125,18,1746,923,241,251,25,2078,21,2120,792,116,401,"Rental, Hiring and Real Estate Services",1,1,0
20607,Yarra,2009,Major Cities of Australia,Victoria,-37.80139383,144.9968815,78033,69,8.8,748,95.9,1820,233.2,254186260,NA,NA,6425,3053,20006,5020,5247,46783,996,671,431,189,381,842,186,27,967,863,333,494,12,2350,42,1665,1021,310,701,"Professional, Scientific and Technical Services",2,3,3
20607,Yarra,2010,Major Cities of Australia,Victoria,-37.80139383,144.9968815,79093,64,8.1,687,86.9,2180,275.6,413994149,3175,53816,6425,3053,20006,5020,5247,46783,996,684,410,205,398,893,204,30,1092,911,352,487,9,2549,34,1719,1025,310,726,"Professional, Scientific and Technical Services",2,3,3
20607,Yarra,2011,Major Cities of Australia,Victoria,-37.80139383,144.9968815,79685,81,10.2,803,100.8,1941,243.6,310342787,2767,54135,6425,3053,20006,5020,5247,46783,996,734,443,215,416,966,209,18,1117,962,363,499,14,2702,44,1758,1079,305,749,"Professional, Scientific and Technical Services",2,3,3
20607,Yarra,2012,Major Cities of Australia,Victoria,-37.80139383,144.9968815,81770,98,12.0,819,100.2,1907,233.2,178298766,3189,55758,6425,3053,20006,5020,5247,46783,996,749,481,187,434,988,219,27,1131,1006,365,482,12,2756,41,1770,1104,323,769,"Professional, Scientific and Technical Services",2,3,3
20607,Yarra,2013,Major Cities of Australia,Victoria,-37.80139383,144.9968815,84294,94,11.2,736,87.3,1685,199.9,216040836,3940,54918,6425,3053,20006,5020,5247,46783,996,755,469,167,424,973,217,25,1140,1010,376,495,6,2784,44,1778,1067,288,712,"Professional, Scientific and Technical Services",2,3,3
20607,Yarra,2014,Major Cities of Australia,Victoria,-37.80139383,144.9968815,87158,86,9.9,803,92.1,1832,210.2,241237285,4292,55707,6425,3053,20006,5020,5247,46783,996,812,459,144,421,985,209,26,1164,1075,409,477,15,2885,43,1809,1002,271,714,"Professional, Scientific and Technical Services",2,3,3
20607,Yarra,2015,Major Cities of Australia,Victoria,-37.80139383,144.9968815,89945,67,7.4,869,96.6,NA,NA,NA,3753,56528,6425,3053,20006,5020,5247,46783,996,844,477,138,434,1063,213,20,1274,1119,422,475,9,2946,45,1858,996,277,705,"Professional, Scientific and Technical Services",2,3,3
20701,Boroondara,2009,Major Cities of Australia,Victoria,-37.81938671,145.0630014,165284,136,8.2,786,47.6,3216,194.6,161465182,NA,NA,13261,5470,37973,12620,9726,94854,666,716,747,703,338,1680,317,30,3072,2141,280,568,18,4341,27,3239,1324,407,909,"Professional, Scientific and Technical Services",2,1,3
20701,Boroondara,2010,Major Cities of Australia,Victoria,-37.81938671,145.0630014,166326,123,7.4,800,48.1,3789,227.8,177576357,2901,94548,13261,5470,37973,12620,9726,94854,666,763,777,669,321,1758,360,12,3317,2223,290,562,30,4573,33,3429,1345,402,923,"Professional, Scientific and Technical Services",2,1,3
20701,Boroondara,2011,Major Cities of Australia,Victoria,-37.81938671,145.0630014,167062,107,6.4,754,45.1,3155,188.9,201854173,2833,92660,13261,5470,37973,12620,9726,94854,666,833,830,621,328,1872,328,34,3363,2316,290,541,29,4587,39,3542,1382,376,941,"Professional, Scientific and Technical Services",2,1,3
20701,Boroondara,2012,Major Cities of Australia,Victoria,-37.81938671,145.0630014,168458,139,8.3,874,51.9,3045,180.8,158581678,2776,91899,13261,5470,37973,12620,9726,94854,666,869,835,560,349,1948,359,33,3507,2363,321,531,30,4678,39,3511,1407,382,937,"Professional, Scientific and Technical Services",2,1,3
20701,Boroondara,2013,Major Cities of Australia,Victoria,-37.81938671,145.0630014,170382,119,7.0,944,55.4,2569,150.8,147502492,3393,94430,13261,5470,37973,12620,9726,94854,666,831,804,511,318,1874,351,31,3447,2415,298,518,26,4525,45,3481,1313,362,917,"Professional, Scientific and Technical Services",2,1,3
20701,Boroondara,2014,Major Cities of Australia,Victoria,-37.81938671,145.0630014,172551,101,5.9,1010,58.5,3110,180.2,150406716,3740,90571,13261,5470,37973,12620,9726,94854,666,873,795,466,322,1969,358,29,3532,2548,274,516,28,4614,44,3594,1329,370,943,"Professional, Scientific and Technical Services",2,1,3
20701,Boroondara,2015,Major Cities of Australia,Victoria,-37.81938671,145.0630014,174787,113,6.5,926,53.0,NA,NA,NA,3976,99197,13261,5470,37973,12620,9726,94854,666,890,803,440,321,2071,367,38,4016,2588,281,528,25,4636,39,3665,1316,346,973,"Professional, Scientific and Technical Services",2,1,3
20702,Manningham - West,2009,Major Cities of Australia,Victoria,-37.76852584,145.1348092,89732,47,5.2,171,19.1,1331,148.3,8153762,NA,NA,4052,1691,14865,7081,8477,43389,925,416,344,196,92,1211,123,15,877,586,59,235,3,1258,25,1422,635,424,463,"Rental, Hiring and Real Estate Services",0,0,0
